scan_id,batch_name,UID,scan_date,exam_date,version_number,centre_number,Language group,Prefix centre,candidate_number,question_number,Published,confidence,Captured,Question type,1_Published vs Captured,PoS,ANSWER Key
60000002255800321,TELEVID4912_SCANNER19,CZ014200455357134433660000002255800321,10/03/2025,01/03/2025,5535713443,CZ014,Slavic,CZ,2004,36,B,0.8675,B,,Match,D441/01,C
60000002255800322,TELEVID4912_SCANNER19,CZ01420055535713443360000002255800322,10/03/2025,01/03/2025,5535713443,CZ014,Slavic,CZ,2005,3,B,0.8768,B,,Match,D441/01,B
60000002255800323,TELEVID4912_SCANNER19,CZ014200655357134432160000002255800323,10/03/2025,01/03/2025,5535713443,CZ014,Slavic,CZ,2006,21,PERIODICLY,0.8535,PERIODICLY,,Match,D441/01,periodically
60000002255800325,TELEVID4912_SCANNER19,CZ014200855357134432660000002255800325,10/03/2025,01/03/2025,5535713443,CZ014,Slavic,CZ,2008,26,HAS TECHNOLOGY ADVANCED AS,0.8566,HAS TECHNOLOGY ADVANCED AS,,Match,D441/01,has technology advanced as/has technology advanced/as/has technology advanced so/has technology advanced/so
60000002255800325,TELEVID4912_SCANNER19,CZ014200855357134432860000002255800325,10/03/2025,01/03/2025,5535713443,CZ014,Slavic,CZ,2008,28,RISK BEING RUN FOR,0.8914,RISK BEING RUN FOR,,Match,D441/01,run the risk of being mocked/run the risk of/being mocked/run the risk of getting mocked/run the risk of/getting mocked/run the risk of being ridiculed/run the risk of/being ridiculed/run the risk of getting ridiculed/run the risk of/getting ridiculed
60000002255800325,TELEVID4912_SCANNER19,CZ014200855357134433460000002255800325,10/03/2025,01/03/2025,5535713443,CZ014,Slavic,CZ,2008,34,B,0.8858,"B, C",,NoMatch,D441/01,B
60000002256100669,TELEVID4913_SCANNER19,CH008500255357134432960000002256100669,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5002,29,SEVERAL WEEKS AGO WHEN IT STARTED TROUBLING,0.8992,SEVERAL WEEKS AGO WHEN IT STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100669,TELEVID4913_SCANNER19,CH008500255357134433360000002256100669,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5002,33,C,0.871,C,,Match,D441/01,C
60000002256100669,TELEVID4913_SCANNER19,CH008500255357134433660000002256100669,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5002,36,C,0.8913,C,,Match,D441/01,C
60000002256100670,TELEVID4913_SCANNER19,CH008500355357134432960000002256100670,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5003,29,"WEEKS AGO, SINCE HIS ANKLE BEGUN TO BOTHER",0.8885,"WEEKS AGO, SINCE HIS ANKLE BEGUN TO BOTHER",,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100671,TELEVID4913_SCANNER19,CH008500455357134432960000002256100671,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5004,29,A WHILE AGO THAT HIS ANKLE STARTED BOTHERING,0.8987,A WHILE AGO THAT HIS ANKLE STARTED BOTHERING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100671,TELEVID4913_SCANNER19,CH008500455357134433360000002256100671,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5004,33,C,0.8541,C,,Match,D441/01,C
60000002256100672,TELEVID4913_SCANNER19,CH008500555357134432960000002256100672,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5005,29,SEVERAL WEEKS AGO WHEN TOM'S ANKLE STARTED TROUBLING,0.8781,SEVERAL WEEKS AGO WHEN TOM'S ANKLE STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100673,TELEVID4913_SCANNER19,CH008500655357134432860000002256100673,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5006,28,RUN THE RISK OF BEING MOCKED,0.8734,RUN THE RISK OF BEING MOCKED,,Match,D441/01,run the risk of being mocked/run the risk of/being mocked/run the risk of getting mocked/run the risk of/getting mocked/run the risk of being ridiculed/run the risk of/being ridiculed/run the risk of getting ridiculed/run the risk of/getting ridiculed
60000002256100674,TELEVID4913_SCANNER19,CH008500755357134433160000002256100674,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5007,31,B,0.8651,B,,Match,D441/01,B
60000002256100676,TELEVID4913_SCANNER19,CH008500955357134432860000002256100676,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5009,28,RUN THE RISK OF BEING MOCKED,0.8629,RUN THE RISK OF BEING MOCKED,,Match,D441/01,run the risk of being mocked/run the risk of/being mocked/run the risk of getting mocked/run the risk of/getting mocked/run the risk of being ridiculed/run the risk of/being ridiculed/run the risk of getting ridiculed/run the risk of/getting ridiculed
60000002256100676,TELEVID4913_SCANNER19,CH008500955357134432960000002256100676,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5009,29,SEVERAL WEEKS AGO TOM'S ANKLE STARTED TROUBLING,0.8575,SEVERAL WEEKS AGO TOM'S ANKLE STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100677,TELEVID4913_SCANNER19,CH008501055357134432560000002256100677,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5010,25,"HER MIND, WHICH RESULTED IN HER HAVING",0.8787,"HER MIND, WHICH RESULTED IN HER HAVING",,Match,D441/01,and this resulted in (her having)/her mind which resulted in (her having)/her mind/which resulted in (her having)/her mind which resulted in her getting into/her mind/which resulted in her getting into/her mind and this resulted in (her having)/her mind
60000002256100678,TELEVID4913_SCANNER19,CH008501155357134432960000002256100678,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5011,29,WEEKS AGO WHEN TOM'S ANKLE STARTED TROUBLING,0.8885,WEEKS AGO WHEN TOM'S ANKLE STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100679,TELEVID4913_SCANNER19,CH008501255357134432960000002256100679,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5012,29,WEEKS AGO WHEN HIS ANKLE GAVE PROBLEMS TO,0.8954,WEEKS AGO WHEN HIS ANKLE GAVE PROBLEMS TO,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100679,TELEVID4913_SCANNER19,CH008501255357134433460000002256100679,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5012,34,B,0.8639,B,,Match,D441/01,B
60000002256100680,TELEVID4913_SCANNER19,CH008501355357134432960000002256100680,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5013,29,SEVERAL WEEKS AGO WHEN HIS ANKLE STARTED TROUBLING,0.8818,SEVERAL WEEKS AGO WHEN HIS ANKLE STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100680,TELEVID4913_SCANNER19,CH008501355357134433660000002256100680,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5013,36,B,0.8984,B,,Match,D441/01,C
60000002256100682,TELEVID4913_SCANNER19,CH008501555357134432560000002256100682,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5015,25,"HER MIND, WHICH RESULTED IN",0.8596,"HER MIND, WHICH RESULTED IN",,Match,D441/01,and this resulted in (her having)/her mind which resulted in (her having)/her mind/which resulted in (her having)/her mind which resulted in her getting into/her mind/which resulted in her getting into/her mind and this resulted in (her having)/her mind
60000002256100682,TELEVID4913_SCANNER19,CH008501555357134432660000002256100682,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5015,26,HAVE THERE BEEN ADVANCED TECHNOLOGIES GROWING AS,0.8593,HAVE THERE BEEN ADVANCED TECHNOLOGIES GROWING AS,,Match,D441/01,has technology advanced as/has technology advanced/as/has technology advanced so/has technology advanced/so
60000002256100682,TELEVID4913_SCANNER19,CH008501555357134432960000002256100682,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5015,29,WEEKS AGO SINCE TOM'S ANKLE HAS BEEN TROUBLING,0.8882,WEEKS AGO SINCE TOM'S ANKLE HAS BEEN TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100683,TELEVID4913_SCANNER19,CH008507655357134432560000002256100683,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5076,25,"HER MIND, WICH RESULTED IN",0.8965,"HER MIND, WICH RESULTED IN",,Match,D441/01,and this resulted in (her having)/her mind which resulted in (her having)/her mind/which resulted in (her having)/her mind which resulted in her getting into/her mind/which resulted in her getting into/her mind and this resulted in (her having)/her mind
60000002256100683,TELEVID4913_SCANNER19,CH008507655357134433460000002256100683,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5076,34,B,0.8859,B,,Match,D441/01,B
60000002256100684,TELEVID4913_SCANNER19,CH008501755357134432960000002256100684,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5017,29,NOT UNTIL WEEKS AGO THAT TOM'S ANKLE TROUBLED,0.8904,NOT UNTIL WEEKS AGO THAT TOM'S ANKLE TROUBLED,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100685,TELEVID4913_SCANNER19,CH008501855357134432760000002256100685,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5018,27,'S OPENING IS DUE,0.8824,'S OPENING IS DUE,,Match,D441/01,[is/'s] due to open/[is/'s] due/to open/[is/'s] due to be open(ed)/[is/'s] due/to be open(ed)
60000002256100685,TELEVID4913_SCANNER19,CH008501855357134432960000002256100685,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5018,29,SEVERAL WEEKS AGO THAT TOM'S ANKLE STARTED TROUBLING,0.8795,SEVERAL WEEKS AGO THAT TOM'S ANKLE STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100686,TELEVID4913_SCANNER19,CH008501955357134432260000002256100686,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5019,22,CONTINUESSLY,0.8518,CONTINUESSLY,,Match,D441/01,continuously/continually
60000002256100686,TELEVID4913_SCANNER19,CH008501955357134432660000002256100686,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5019,26,WERE WE GETTING SUCH ADVANCED TECHNOLOGY AS,0.8947,WERE WE GETTING SUCH ADVANCED TECHNOLOGY AS,,Match,D441/01,has technology advanced as/has technology advanced/as/has technology advanced so/has technology advanced/so
60000002256100686,TELEVID4913_SCANNER19,CH008501955357134432960000002256100686,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5019,29,AGES AGO WHEN TOM'S ANKLE STARTED TROUBLEING,0.884,AGES AGO WHEN TOM'S ANKLE STARTED TROUBLEING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100687,TELEVID4913_SCANNER19,CH008502055357134432560000002256100687,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5020,25,"HER MIND, WHICH RESULTED IN",0.8742,"HER MIND, WHICH RESULTED IN",,Match,D441/01,and this resulted in (her having)/her mind which resulted in (her having)/her mind/which resulted in (her having)/her mind which resulted in her getting into/her mind/which resulted in her getting into/her mind and this resulted in (her having)/her mind
60000002256100687,TELEVID4913_SCANNER19,CH008502055357134432960000002256100687,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5020,29,WEEKS AGO THAT TOM'S ANKLE'S BEEN TROUBLING,0.8835,WEEKS AGO THAT TOM'S ANKLE'S BEEN TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100688,TELEVID4913_SCANNER19,CH00850215535713443160000002256100688,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5021,1,C,0.8915,"B, C",,NoMatch,D441/01,C
60000002256100688,TELEVID4913_SCANNER19,CH00850215535713443360000002256100688,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5021,3,B,0.8606,B,,Match,D441/01,B
60000002256100688,TELEVID4913_SCANNER19,CH008502155357134431060000002256100688,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5021,10,PROCESS,0.8558,PROCESS,,Match,D441/01,that
60000002256100688,TELEVID4913_SCANNER19,CH008502155357134432960000002256100688,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5021,29,SEVERAL WEEKS AGO AND IT'S STILL TROUBLE FOR,0.8911,SEVERAL WEEKS AGO AND IT'S STILL TROUBLE FOR,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002256100689,TELEVID4913_SCANNER19,CH008502255357134435260000002256100689,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5022,52,--blank--,0.8625,--blank--,,Match,D441/01,C
60000002256100691,TELEVID4913_SCANNER19,CH008502455357134433460000002256100691,10/03/2025,01/03/2025,5535713443,CH008,Germanic,CH,5024,34,--blank--,0.8682,--blank--,,Match,D441/01,B
60000002259800122,TELEVID4915_SCANNER19,GE001000155357134432960000002259800122,11/03/2025,01/03/2025,5535713443,GE001,Others,GE,1,29,MANY WEEKS AGO THAT TOM'S ANKLE STARTED TROUBLING,0.8835,MANY WEEKS AGO THAT TOM'S ANKLE STARTED TROUBLING,,Match,D441/01,several weeks ago (that) Tom's ankle started troubling/several weeks ago (that)/Tom's ankle started troubling/several weeks ago (that) Tom's ankle began troubling/several weeks ago (that)/Tom's ankle began troubling/several weeks ago (that) Tom's ankle started bothering/several weeks ago (that)/Tom's ankle started bothering/several weeks ago (that) Tom's ankle began bothering/several weeks ago (that)/Tom's ankle began bothering/several weeks ago when Tom's ankle started troubling/several weeks ago when/Tom's ankle started troubling/several weeks ago when Tom's ankle began troubling/several weeks ago when/Tom's ankle began troubling/several weeks ago when Tom's ankle started bothering/several weeks ago when/Tom's ankle started bothering/several weeks ago when Tom's ankle began bothering/several weeks ago when/Tom's ankle began bothering/several weeks ago Tom's ankle began to bother/several weeks ago/Tom's ankle began to bother/several weeks ago Tom's ankle began to trouble/several weeks ago/Tom's ankle began to trouble/several weeks ago Tom's ankle started to bother/several weeks ago/Tom's ankle started to bother/several weeks ago Tom's ankle started to trouble/several weeks ago/Tom's ankle started to trouble
60000002261200286,TELEVID4916_SCANNER19,BG001000255357134432660000002261200286,11/03/2025,01/03/2025,5535713443,BG001,Slavic,BG,2,26,HAVE THERE BEEN SUCH ADVANCED TECHNOLOGY DOING AS,0.868,HAVE THERE BEEN SUCH ADVANCED TECHNOLOGY DOING AS,,Match,D441/01,has technology advanced as/has technology advanced/as/has technology advanced so/has technology advanced/so
