scan_id,batch_name,UID,scan_date,exam_date,version_number,centre_number,Language group,Prefix centre,candidate_number,question_number,Published,confidence,Captured,Question type,1_Published vs Captured,PoS,ANSWER Key
60000002902601040,TELEVID5883_SCANNER19,IT06005086961974639960000002902601040,10/06/2025,24/05/2025,6961974639,IT060,Romance,IT,508,9,DOCHEITY,0.8588,DOCHEITY,,Match,D822/03,docherty
60000002902601059,TELEVID5883_SCANNER19,IT060052769619746391060000002902601059,10/06/2025,24/05/2025,6961974639,IT060,Romance,IT,527,10,JUNE 15TH,0.8623,JUNE 15TH,,Match,D822/03,"(the )[16/16nd/16rd/16st/16th/sixteen/sixteenth]([,/-/./~// of / ])[6/06/6th/Jun/Jun./June/six/sixth/vi](.)/(the )[6/06/6th/Jun/Jun./June/six/sixth/vi]([,/-/./~// /the ])[16/16nd/16rd/16st/16th/sixteen/sixteenth](.)/(the )[16nd/16rd/16st/16th/sixteenth] of the [6th/sixth](.)"
60000002902601110,TELEVID5883_SCANNER19,IT060057869619746391060000002902601110,10/06/2025,24/05/2025,6961974639,IT060,Romance,IT,578,10,16TH JAME,0.8724,16TH JAME,,Match,D822/03,"(the )[16/16nd/16rd/16st/16th/sixteen/sixteenth]([,/-/./~// of / ])[6/06/6th/Jun/Jun./June/six/sixth/vi](.)/(the )[6/06/6th/Jun/Jun./June/six/sixth/vi]([,/-/./~// /the ])[16/16nd/16rd/16st/16th/sixteen/sixteenth](.)/(the )[16nd/16rd/16st/16th/sixteenth] of the [6th/sixth](.)"
60000002918500023,TELEVID5914_SCANNER18,MM02500074213361040660000002918500023,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,7,6,10.50,0.8647,10.50,,Match,D822/03,"[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence/pense])( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)( )[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence/pense]( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence/pense])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]](.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence/pense])(.)/[1[0/O/o]/[1[0/O/o]/ten]][&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))(.)/[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[1[0/O/o]/[1[0/O/o]/ten]]( )[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence/pense])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))([&/+/,/-/./:/;/and/ ])[5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))(.)/[1[0/O/o]/[1[0/O/o]/ten]][&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[1[0/O/o]/[1[0/O/o]/ten]]( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence/pense](.)/[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))( )([and/&/+/'n'/'n/n'/n])( )[,5/,50/.5/.50/.five/0.5 of/0.5 of a/1~/2/1~/2 a/1~/2 of/1~/2 of 1/1~/2 of a/1~/2 of one/5~/10/5~/10 of/5~/10 of 1/5~/10 of a/5~/10 of one/a 1~/2/a half/a half of/a half of 1/a half of a/a half of one/an half of/an half of 1/an half of a/an half of one/five tenths/five tenths of/five tenths of 1/five tenths of a/five tenths of one/half/half a/half of/half of 1/half of a/half of one/one half of/one half of 1/one half of a/one half of one/point 5/point five/point5/½](.)"
60000002918500028,TELEVID5914_SCANNER18,MM025001242133610402460000002918500028,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,12,24,C,0.8568,C,,Match,D822/03,F
60000002918500031,TELEVID5914_SCANNER18,MM02500154213361040760000002918500031,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,15,7,6,0.8873,6,,Match,D822/03,[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;](([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]]))(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([-/ ])[o'clock/o'clock in the afternoon/o'clock in the evening/o'clock in afternoon/o'clock in evening](.)/(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002918500033,TELEVID5914_SCANNER18,MM02500174213361040760000002918500033,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,17,7,6,0.8984,6,,Match,D822/03,[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;](([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]]))(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([-/ ])[o'clock/o'clock in the afternoon/o'clock in the evening/o'clock in afternoon/o'clock in evening](.)/(([0/O/o])[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]])([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[18/[18/eighteen]/([0/O/o])6/[6/[06/six]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002918500040,TELEVID5914_SCANNER18,MM025002442133610401760000002918500040,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,24,17,B,0.8768,B,,Match,D822/03,B
60000002918500042,TELEVID5914_SCANNER18,MM02500264213361040660000002918500042,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,26,6,10.15,0.854,10.15,,Match,D822/03,"[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence/pense])( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)( )[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence/pense]( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence/pense])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]](.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence/pense])(.)/[1[0/O/o]/[1[0/O/o]/ten]][&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))(.)/[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[1[0/O/o]/[1[0/O/o]/ten]]( )[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s)[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence/pense])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))[1[0/O/o]/[1[0/O/o]/ten]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))([&/+/,/-/./:/;/and/ ])[5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))(.)/[1[0/O/o]/[1[0/O/o]/ten]][&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[1[0/O/o]/[1[0/O/o]/ten]]( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence/pense](.)/[1[0/O/o]/[1[0/O/o]/ten]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./pounde/£/£(.)G(.)B(.)P(.)](s))( )([and/&/+/'n'/'n/n'/n])( )[,5/,50/.5/.50/.five/0.5 of/0.5 of a/1~/2/1~/2 a/1~/2 of/1~/2 of 1/1~/2 of a/1~/2 of one/5~/10/5~/10 of/5~/10 of 1/5~/10 of a/5~/10 of one/a 1~/2/a half/a half of/a half of 1/a half of a/a half of one/an half of/an half of 1/an half of a/an half of one/five tenths/five tenths of/five tenths of 1/five tenths of a/five tenths of one/half/half a/half of/half of 1/half of a/half of one/one half of/one half of 1/one half of a/one half of one/point 5/point five/point5/½](.)"
60000002918500061,TELEVID5914_SCANNER18,MM025004542133610401060000002918500061,10/06/2025,19/05/2025,4213361040,MM025,Burmese-Tibetan,MM,45,10,322461755,0.8944,322461755,,Match,D822/03,[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]] [1/[1/[01/a/one/one~/1/oone]]] [3/[3/[03/three]]] [2/[2/[02/two]]] [2/[2/[02/two]]] [4/[4/[04/four]]] [6/[6/[06/six]]] [1/[1/[01/a/one/one~/1/oone]]] [7/[7/[07/seven]]] [5/[5/[05/five]]] [5/[5/[05/five]]]
60000002922900334,TELEVID5918_SCANNER19,ES81000156961974639160000002922900334,11/06/2025,31/05/2025,6961974639,ES810,Romance,ES,15,1,B,0.8683,B,,Match,D822/03,C
60000002930800556,TELEVID5904_SCANNER18,ES78150236961974639960000002930800556,11/06/2025,03/06/2025,6961974639,ES781,Romance,ES,5023,9,DOCHFRTY,0.8531,DOCHFRTY,,Match,D822/03,docherty
60000002930800556,TELEVID5904_SCANNER18,ES781502369619746391060000002930800556,11/06/2025,03/06/2025,6961974639,ES781,Romance,ES,5023,10,15TH JUIN,0.8759,15TH JUIN,,Match,D822/03,"(the )[16/16nd/16rd/16st/16th/sixteen/sixteenth]([,/-/./~// of / ])[6/06/6th/Jun/Jun./June/six/sixth/vi](.)/(the )[6/06/6th/Jun/Jun./June/six/sixth/vi]([,/-/./~// /the ])[16/16nd/16rd/16st/16th/sixteen/sixteenth](.)/(the )[16nd/16rd/16st/16th/sixteenth] of the [6th/sixth](.)"
60000002930800560,TELEVID5904_SCANNER18,ES78150276961974639460000002930800560,11/06/2025,03/06/2025,6961974639,ES781,Romance,ES,5027,4,A,0.8774,"A, B",,NoMatch,D822/03,C
60000002930800560,TELEVID5904_SCANNER18,ES78150276961974639860000002930800560,11/06/2025,03/06/2025,6961974639,ES781,Romance,ES,5027,8,3:25,0.8877,3:25,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002930800564,TELEVID5904_SCANNER18,ES78150316961974639960000002930800564,11/06/2025,03/06/2025,6961974639,ES781,Romance,ES,5031,9,DOCHERTY,0.8714,DOCHERTY,,Match,D822/03,docherty
60000002934300575,TELEVID5945_SCANNER18,IT27800219084133061860000002934300575,11/06/2025,07/06/2025,9084133061,IT278,Romance,IT,21,8,11TH JULY,0.8812,11TH JULY,,Match,D822/03,"(the )[7/07/7th/Jul/Jul./July/seven/seventh/vii]([,/-/./~// /the ])[11/11th/eleven/eleventh](.)/(the )[11th/eleventh] of the [7th/seventh](.)/(the )[11/11th/eleven/eleventh]([,/-/./~// of / ])[7/07/7th/Jul/Jul./July/seven/seventh/vii](.)"
60000002935900004,TELEVID5962_SCANNER18,PL25000248378945000760000002935900004,11/06/2025,05/06/2025,8378945000,PL250,Slavic,PL,24,7,LEYES LEYES,0.8862,LEYES LEYES,,Match,D822/03,lewes
60000002935900056,TELEVID5962_SCANNER18,PL25000048378945000660000002935900056,11/06/2025,05/06/2025,8378945000,PL250,Slavic,PL,4,6,726,0.8696,726,,Match,D822/03,[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]](([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[26/[twenty([-/ ])[6/[06/six]]/26]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])7/[7/[07/seven]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]]([m/min/mins/minute/minutes/ms])(([-/ ])[in morning/in the morning/a(.)m(.)])(.)
60000002936200329,TELEVID5963_SCANNER18,PL250015983789450001060000002936200329,11/06/2025,05/06/2025,8378945000,PL250,Slavic,PL,159,10,079344668,0.85,079344668,,Match,D822/03,[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]] [7/[7/[07/seven]]] [9/[9/[09/nine]]] [3/[3/[03/three]]] [4/[4/[04/four]]] [4/[4/[04/four]]] [6/[6/[06/six]]] [6/[6/[06/six]]] [8/[8/[08/eight]]]
60000002936200433,TELEVID5963_SCANNER18,PL25001388378945000660000002936200433,11/06/2025,05/06/2025,8378945000,PL250,Slavic,PL,138,6,7.26 A.M,0.8971,7.26 A.M,,Match,D822/03,[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]](([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[26/[twenty([-/ ])[6/[06/six]]/26]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])7/[7/[07/seven]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]]([m/min/mins/minute/minutes/ms])(([-/ ])[in morning/in the morning/a(.)m(.)])(.)
60000002936200438,TELEVID5963_SCANNER18,PL25001438378945000860000002936200438,11/06/2025,05/06/2025,8378945000,PL250,Slavic,PL,143,8,"BEACH, SEA",0.8946,"BEACH, SEA",,Match,D822/03,[beach(es)/beach(s)]
60000002936200439,TELEVID5963_SCANNER18,PL250014483789450001060000002936200439,11/06/2025,05/06/2025,8378945000,PL250,Slavic,PL,144,10,79344668,0.8752,79344668,,Match,D822/03,[[0/O/o]/[[0/O/o]/[O/nought/o/zero]]] [7/[7/[07/seven]]] [9/[9/[09/nine]]] [3/[3/[03/three]]] [4/[4/[04/four]]] [4/[4/[04/four]]] [6/[6/[06/six]]] [6/[6/[06/six]]] [8/[8/[08/eight]]]
60000002952400555,televid5996_SCANNER18,IT06010086961974639660000002952400555,12/06/2025,24/05/2025,6961974639,IT060,Romance,IT,1008,6,45,0.888,45,,Match,D822/03,[6[0/O/o]/[6[0/O/o]/sixty]]
60000002952400556,televid5996_SCANNER18,IT06010096961974639860000002952400556,12/06/2025,24/05/2025,6961974639,IT060,Romance,IT,1009,8,3:25,0.8735,3:25,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002952400560,televid5996_SCANNER18,IT06010136961974639860000002952400560,12/06/2025,24/05/2025,6961974639,IT060,Romance,IT,1013,8,3.25 P.M,0.8654,3.25 P.M,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002952700693,televid5995_SCANNER18,IT30100446961974639760000002952700693,12/06/2025,03/06/2025,6961974639,IT301,Romance,IT,44,7,WENSDAY,0.8578,WENSDAY,,Match,D822/03,[Wednesday/We/Wed/Weds/Wendnesday/Wendsday/Wenesday/Wensday]
60000002957900210,TELEVID6007_SCANNER18,IT017406390841330611260000002957900210,12/06/2025,07/06/2025,9084133061,IT017,Romance,IT,4063,12,B,0.8846,B,,Match,D822/03,B
60000002958700455,TELEVID6008_SCANNER18,ES383001790841330611360000002958700455,12/06/2025,03/06/2025,9084133061,ES383,Romance,ES,17,13,--impossible--,0.896,"A, B",,NoMatch,D822/03,A
60000002958700455,TELEVID6008_SCANNER18,ES383001790841330611660000002958700455,12/06/2025,03/06/2025,9084133061,ES383,Romance,ES,17,16,B,0.8583,B,,Match,D822/03,A
60000002970900169,TELEVID6042_SCANNER18,BG00500038378945000660000002970900169,13/06/2025,07/06/2025,8378945000,BG005,Slavic,BG,3,6,7:26,0.8792,7:26,,Match,D822/03,[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]](([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[26/[twenty([-/ ])[6/[06/six]]/26]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[([0/O/o])7/[7/[07/seven]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])7/[7/[07/seven]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[26/[twenty([-/ ])[6/[06/six]]/26]]([m/min/mins/minute/minutes/ms])(([-/ ])[in morning/in the morning/a(.)m(.)])(.)
60000002970900173,TELEVID6042_SCANNER18,BG00500078378945000960000002970900173,13/06/2025,07/06/2025,8378945000,BG005,Slavic,BG,7,9,MATCH,0.8729,MATCH,,Match,D822/03,coat(s)
